,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,NumMosquitos,Day,Month,Year,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Week,geometry
26,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.654224 41.867108)
27,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.654224 41.867108)
28,2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.627561 41.869216)
29,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,2,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.655232 41.896282)
30,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,3,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.701431 41.906638)
31,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,0,3,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.760886 41.907645)
32,2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.667736 41.994469)
33,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.666455 41.9216)
34,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.666455 41.9216)
35,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,2,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.666455 41.9216)
36,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,2,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.666014 41.720848)
37,2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,0,2,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.67591899999999 42.006858)
38,2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.752329 41.918705)
39,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.694259 41.919343)
40,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.694259 41.919343)
41,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,3,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.632085 41.921965)
42,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,4,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.676709 41.688324)
43,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.67751199999999 41.731922)
44,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.67751199999999 41.731922)
45,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.67751199999999 41.731922)
46,2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.71627700000001 41.846075)
47,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.65449100000002 41.891118)
48,2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.70011700000001 41.932094)
49,2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,3,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.707973 41.682587)
50,2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,8,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.707973 41.682587)
51,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.832763 41.944869)
52,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,2,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.730698 41.948167)
53,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.730698 41.948167)
54,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,9,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.69845699999998 41.94983)
55,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.776792 41.953067)
56,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,3,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.776792 41.953067)
57,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.800991 41.95469)
58,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,3,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.800991 41.95469)
59,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,5,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.800991 41.95469)
60,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.702575 41.958271)
61,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,2,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.702575 41.958271)
62,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.72460799999998 41.662014)
63,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,2,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.72460799999998 41.662014)
64,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,4,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.72460799999998 41.662014)
65,2007-06-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.69181 41.963976)
66,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.750938 41.979243)
67,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,1,5,6,2007,2,63,51,57,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,23,POINT (-87.76341600000001 41.801498)
68,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.76007 41.961743)
69,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,2,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.76007 41.961743)
70,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,2,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.689778 41.986921)
71,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,0,2,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.795585 41.999129)
72,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,0,9,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.795585 41.999129)
73,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,1,5,6,2007,1,64,47,56,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,23,POINT (-87.800515 41.916265)
